mois,jour,région,tmin,tmax,tmoy
janvier,29,Hauts-de-France,3.16,9.0,6.08
janvier,29,Nouvelle-Aquitaine,5.88,13.27,9.58
janvier,30,Grand Est,1.4,11.79,6.59
janvier,30,Bretagne,7.1,13.2,10.15
janvier,30,Île-de-France,3.06,13.12,8.09
janvier,30,Nouvelle-Aquitaine,9.05,15.46,12.26
janvier,30,Corse,6.0,16.6,11.3
janvier,30,Hauts-de-France,3.62,12.2,7.91
janvier,31,Normandie,10.02,12.82,11.42
janvier,31,Bourgogne-Franche-Comté,9.25,13.4,11.32
février,1,Normandie,9.24,12.76,11.0
février,1,Bretagne,9.88,13.55,11.71
février,1,Nouvelle-Aquitaine,10.44,15.55,13.0
février,1,Occitanie,5.52,16.88,11.2
février,2,Auvergne-Rhône-Alpes,7.48,13.75,10.62
février,2,Occitanie,8.04,20.63,14.33
février,2,Pays de la Loire,11.75,14.45,13.1
février,3,Auvergne-Rhône-Alpes,8.84,17.85,13.34
février,3,Nouvelle-Aquitaine,9.76,20.76,15.26
février,5,Auvergne-Rhône-Alpes,2.75,8.78,5.77
février,5,Centre-Val de Loire,3.63,9.73,6.68
février,5,Île-de-France,5.78,9.76,7.77
février,6,Normandie,-0.32,9.12,4.4
février,6,Grand Est,-2.28,8.85,3.29
février,6,Occitanie,-0.56,13.35,6.4
février,7,Normandie,-0.08,9.96,4.94
février,7,Grand Est,-3.14,9.34,3.1
février,7,Hauts-de-France,-0.08,9.68,4.8
février,8,Bretagne,7.18,11.8,9.49
février,8,Centre-Val de Loire,6.07,11.6,8.83
février,9,Normandie,5.78,13.3,9.54
février,9,Nouvelle-Aquitaine,6.14,16.03,11.08
février,9,Auvergne-Rhône-Alpes,2.67,13.41,8.04
février,9,Pays de la Loire,6.25,13.45,9.85
février,9,Centre-Val de Loire,6.22,13.83,10.02
février,10,Pays de la Loire,8.95,13.35,11.15
février,10,Nouvelle-Aquitaine,11.28,14.8,13.04
février,11,Grand Est,3.14,8.39,5.76
février,11,Pays de la Loire,6.95,11.35,9.15
février,11,Île-de-France,4.88,9.4,7.14
février,11,Corse,12.3,21.05,16.67
février,12,Normandie,2.58,9.24,5.91
février,13,Auvergne-Rhône-Alpes,-1.89,11.22,4.66
février,13,Nouvelle-Aquitaine,5.03,15.38,10.21
février,13,Île-de-France,4.8,12.74,8.77
février,13,Hauts-de-France,3.98,9.98,6.98
février,14,Auvergne-Rhône-Alpes,4.42,10.85,7.63
février,14,Grand Est,5.3,10.22,7.76
février,14,Île-de-France,7.74,12.02,9.88
février,15,Grand Est,2.11,12.26,7.19
février,15,Pays de la Loire,8.55,15.2,11.88
février,15,Bretagne,11.02,13.82,12.42
février,15,Centre-Val de Loire,3.15,14.22,8.68
février,15,Provence-Alpes-Côte d'Azur,2.47,16.0,9.23
février,15,Auvergne-Rhône-Alpes,-1.44,16.92,7.74
février,16,Pays de la Loire,11.3,17.95,14.62
février,18,Corse,8.15,16.2,12.18
février,18,Provence-Alpes-Côte d'Azur,6.83,14.4,10.62
février,18,Normandie,2.86,10.88,6.87
février,20,Provence-Alpes-Côte d'Azur,2.75,15.72,9.23
février,20,Corse,4.55,15.95,10.25
février,22,Hauts-de-France,5.04,10.9,7.97
février,22,Bourgogne-Franche-Comté,-2.23,13.9,5.83
février,22,Nouvelle-Aquitaine,0.74,15.32,8.03
février,23,Hauts-de-France,9.4,12.62,11.01
février,24,Île-de-France,10.1,12.54,11.32
février,24,Bourgogne-Franche-Comté,8.53,16.03,12.28
février,24,Occitanie,3.05,20.47,11.76
février,26,Grand Est,1.18,6.18,3.68
février,26,Hauts-de-France,2.3,7.78,5.04
février,27,Normandie,2.5,10.68,6.59
février,28,Pays de la Loire,1.55,12.5,7.02
février,28,Corse,7.5,16.35,11.92
mars,1,Provence-Alpes-Côte d'Azur,8.07,14.13,11.1
mars,1,Occitanie,6.69,15.54,11.11
mars,2,Bretagne,5.6,9.78,7.69
mars,3,Bretagne,3.25,9.65,6.45
mars,6,Grand Est,4.51,6.85,5.68
mars,6,Auvergne-Rhône-Alpes,2.08,9.57,5.83
mars,7,Corse,5.85,16.45,11.15
mars,7,Pays de la Loire,3.3,12.85,8.07
mars,7,Provence-Alpes-Côte d'Azur,5.72,14.45,10.08
mars,8,Centre-Val de Loire,6.45,12.0,9.22
mars,8,Corse,3.8,15.75,9.77
mars,9,Nouvelle-Aquitaine,6.59,12.48,9.54
mars,9,Corse,4.25,15.3,9.77
mars,9,Hauts-de-France,5.24,10.94,8.09
mars,9,Auvergne-Rhône-Alpes,3.8,10.29,7.05
mars,9,Pays de la Loire,4.8,12.25,8.52
mars,10,Bourgogne-Franche-Comté,4.25,11.05,7.65
mars,10,Bretagne,9.57,13.65,11.61
mars,11,Occitanie,6.88,19.3,13.09
mars,11,Corse,5.65,17.1,11.38
mars,11,Bourgogne-Franche-Comté,9.42,16.57,12.99
mars,12,Hauts-de-France,6.96,11.24,9.1
mars,12,Pays de la Loire,9.45,13.75,11.6
mars,12,Bourgogne-Franche-Comté,8.75,15.7,12.22
mars,12,Bretagne,6.9,11.9,9.4
mars,13,Île-de-France,3.56,12.56,8.06
mars,14,Hauts-de-France,4.42,10.32,7.37
mars,14,Île-de-France,5.94,11.54,8.74
mars,14,Normandie,5.7,11.98,8.84
mars,15,Centre-Val de Loire,5.17,17.77,11.47
mars,15,Provence-Alpes-Côte d'Azur,4.82,16.92,10.87
mars,15,Bourgogne-Franche-Comté,1.52,17.25,9.38
mars,15,Nouvelle-Aquitaine,3.6,19.17,11.38
mars,16,Hauts-de-France,4.74,10.58,7.66
mars,16,Normandie,4.92,10.62,7.77
mars,17,Bretagne,0.92,14.82,7.88
mars,17,Nouvelle-Aquitaine,9.89,15.82,12.86
mars,17,Hauts-de-France,2.04,14.0,8.02
mars,18,Auvergne-Rhône-Alpes,2.91,20.05,11.48
mars,18,Corse,5.5,18.25,11.88
mars,18,Bourgogne-Franche-Comté,5.35,20.1,12.73
mars,18,Provence-Alpes-Côte d'Azur,4.58,19.08,11.83
mars,18,Centre-Val de Loire,8.85,19.77,14.31
mars,18,Bretagne,3.15,15.42,9.29
mars,19,Corse,6.2,18.15,12.18
mars,19,Provence-Alpes-Côte d'Azur,6.05,20.22,13.13
mars,19,Bretagne,3.35,17.02,10.19
mars,19,Normandie,4.62,16.04,10.33
mars,21,Île-de-France,5.94,8.32,7.13
mars,21,Nouvelle-Aquitaine,7.35,17.67,12.51
mars,23,Pays de la Loire,4.65,16.6,10.62
mars,23,Auvergne-Rhône-Alpes,4.89,15.33,10.11
mars,23,Bourgogne-Franche-Comté,-0.05,12.77,6.36
mars,23,Occitanie,7.89,16.5,12.2
mars,24,Grand Est,-2.62,10.9,4.14
mars,24,Hauts-de-France,-0.36,12.36,6.0
mars,24,Auvergne-Rhône-Alpes,1.29,12.15,6.72
mars,25,Hauts-de-France,-0.08,11.28,5.6
mars,25,Provence-Alpes-Côte d'Azur,0.1,11.32,5.71
mars,25,Pays de la Loire,1.55,14.05,7.8
mars,25,Bretagne,1.25,14.28,7.76
mars,26,Provence-Alpes-Côte d'Azur,0.88,12.13,6.51
mars,26,Île-de-France,1.62,11.04,6.33
mars,26,Centre-Val de Loire,0.27,11.15,5.71
mars,26,Auvergne-Rhône-Alpes,-0.51,10.81,5.15
mars,26,Occitanie,2.88,10.51,6.7
mars,27,Grand Est,-0.76,13.75,6.49
mars,28,Provence-Alpes-Côte d'Azur,6.12,18.02,12.07
mars,28,Normandie,3.6,13.64,8.62
mars,28,Centre-Val de Loire,0.97,16.8,8.88
mars,29,Provence-Alpes-Côte d'Azur,5.37,17.42,11.39
mars,29,Normandie,3.62,8.48,6.05
mars,29,Bretagne,5.1,8.45,6.78
mars,29,Grand Est,2.86,7.41,5.14
mars,30,Centre-Val de Loire,0.85,9.58,5.22
mars,31,Auvergne-Rhône-Alpes,-0.88,12.36,5.74
mars,31,Pays de la Loire,3.0,13.2,8.1
mars,31,Bourgogne-Franche-Comté,-1.65,12.68,5.52
avril,1,Hauts-de-France,-0.86,10.92,5.03
avril,2,Provence-Alpes-Côte d'Azur,5.0,14.35,9.67
avril,2,Occitanie,5.05,15.06,10.06
avril,3,Auvergne-Rhône-Alpes,-0.18,13.98,6.9
avril,4,Pays de la Loire,2.8,18.6,10.7
avril,5,Nouvelle-Aquitaine,7.61,22.83,15.22
avril,5,Pays de la Loire,6.35,22.0,14.18
avril,5,Bourgogne-Franche-Comté,2.45,21.92,12.18
avril,6,Hauts-de-France,7.86,16.4,12.13
avril,7,Auvergne-Rhône-Alpes,3.74,22.15,12.94
avril,7,Bretagne,8.65,16.7,12.68
avril,8,Grand Est,4.95,24.28,14.61
avril,8,Pays de la Loire,10.0,23.45,16.73
avril,8,Occitanie,9.33,20.66,15.0
avril,8,Bretagne,8.0,20.6,14.3
avril,8,Provence-Alpes-Côte d'Azur,6.18,21.37,13.78
avril,9,Corse,7.2,19.55,13.38
avril,9,Bourgogne-Franche-Comté,5.07,24.33,14.7
avril,10,Bourgogne-Franche-Comté,5.72,24.78,15.25
avril,10,Corse,6.95,20.55,13.75
avril,11,Bourgogne-Franche-Comté,5.4,25.08,15.24
avril,11,Hauts-de-France,9.52,23.24,16.38
avril,11,Nouvelle-Aquitaine,9.08,23.54,16.31
avril,11,Auvergne-Rhône-Alpes,4.67,23.94,14.3
avril,11,Normandie,10.28,24.94,17.61
avril,11,Pays de la Loire,7.65,26.75,17.2
avril,12,Pays de la Loire,7.85,25.15,16.5
avril,12,Grand Est,7.56,23.91,15.74
avril,13,Hauts-de-France,7.62,12.06,9.84
avril,13,Centre-Val de Loire,8.82,21.0,14.91
avril,13,Auvergne-Rhône-Alpes,6.05,19.91,12.98
avril,14,Bretagne,4.1,15.32,9.71
avril,14,Corse,11.3,19.0,15.15
avril,14,Bourgogne-Franche-Comté,3.25,15.42,9.33
avril,14,Pays de la Loire,4.8,16.05,10.42
avril,14,Provence-Alpes-Côte d'Azur,8.37,21.28,14.82
avril,15,Occitanie,8.05,20.5,14.27
avril,15,Corse,7.55,19.15,13.35
avril,15,Bretagne,4.52,20.23,12.38
avril,15,Normandie,2.52,18.38,10.45
avril,16,Provence-Alpes-Côte d'Azur,8.68,20.95,14.82
avril,16,Île-de-France,8.4,23.88,16.14
avril,17,Occitanie,11.11,19.47,15.29
avril,17,Bourgogne-Franche-Comté,8.67,23.63,16.15
avril,18,Île-de-France,13.58,23.46,18.52
avril,18,Centre-Val de Loire,10.98,22.32,16.65
avril,18,Auvergne-Rhône-Alpes,9.53,23.08,16.3
avril,18,Occitanie,12.32,21.12,16.72
avril,18,Bourgogne-Franche-Comté,9.25,22.92,16.08
avril,18,Hauts-de-France,10.36,18.28,14.32
avril,19,Normandie,9.1,16.6,12.85
avril,20,Occitanie,12.97,16.98,14.98
avril,20,Centre-Val de Loire,11.28,20.62,15.95
avril,20,Nouvelle-Aquitaine,13.46,17.27,15.37
avril,20,Pays de la Loire,12.1,17.65,14.88
avril,21,Bretagne,11.05,18.9,14.98
avril,21,Corse,13.4,17.25,15.32
avril,21,Bourgogne-Franche-Comté,9.92,18.85,14.38
avril,21,Grand Est,8.3,20.78,14.54
avril,22,Corse,13.05,14.6,13.82
avril,22,Centre-Val de Loire,7.17,23.47,15.32
avril,23,Bourgogne-Franche-Comté,6.52,24.93,15.72
avril,23,Pays de la Loire,8.7,22.85,15.77
avril,23,Grand Est,4.65,24.22,14.44
avril,24,Bretagne,11.35,16.68,14.01
avril,25,Grand Est,8.06,21.12,14.59
avril,26,Corse,9.15,20.15,14.65
avril,26,Nouvelle-Aquitaine,11.89,22.21,17.05
avril,26,Occitanie,11.54,21.24,16.39
avril,26,Grand Est,6.2,21.18,13.69
avril,26,Pays de la Loire,9.45,23.4,16.42
avril,27,Pays de la Loire,9.3,20.65,14.98
avril,28,Occitanie,11.15,18.79,14.97
avril,28,Provence-Alpes-Côte d'Azur,12.43,18.43,15.43
avril,28,Pays de la Loire,12.0,18.3,15.15
avril,28,Hauts-de-France,10.42,16.74,13.58
avril,28,Nouvelle-Aquitaine,10.46,17.12,13.79
avril,29,Hauts-de-France,9.82,16.02,12.92
avril,29,Auvergne-Rhône-Alpes,7.52,18.24,12.88
avril,30,Normandie,5.98,14.06,10.02
mai,1,Occitanie,10.44,20.23,15.33
mai,1,Normandie,7.42,15.26,11.34
mai,2,Auvergne-Rhône-Alpes,10.24,16.88,13.56
mai,2,Île-de-France,6.32,17.28,11.8
mai,2,Bourgogne-Franche-Comté,9.8,15.13,12.47
mai,3,Centre-Val de Loire,10.95,20.98,15.97
mai,3,Normandie,8.74,18.2,13.47
mai,4,Île-de-France,10.44,19.42,14.93
mai,4,Bourgogne-Franche-Comté,9.65,23.5,16.58
mai,5,Centre-Val de Loire,12.22,18.67,15.44
mai,5,Île-de-France,10.34,14.98,12.66
mai,5,Hauts-de-France,7.78,15.2,11.49
mai,6,Provence-Alpes-Côte d'Azur,14.15,23.23,18.69
mai,6,Grand Est,7.25,18.89,13.07
mai,7,Corse,13.25,23.1,18.18
mai,7,Normandie,6.58,20.78,13.68
mai,7,Bourgogne-Franche-Comté,4.83,23.62,14.23
mai,7,Pays de la Loire,9.8,23.5,16.65
mai,8,Auvergne-Rhône-Alpes,11.8,25.83,18.81
mai,8,Pays de la Loire,12.85,21.25,17.05
mai,8,Bretagne,11.08,22.72,16.9
mai,8,Provence-Alpes-Côte d'Azur,12.05,24.65,18.35
mai,9,Normandie,12.36,20.86,16.61
mai,9,Occitanie,13.12,22.38,17.75
mai,10,Bourgogne-Franche-Comté,13.63,24.27,18.95
mai,11,Grand Est,4.71,11.58,8.14
mai,11,Pays de la Loire,8.0,13.9,10.95
mai,12,Grand Est,1.61,13.71,7.66
mai,12,Provence-Alpes-Côte d'Azur,10.68,21.75,16.22
mai,13,Pays de la Loire,7.2,16.95,12.08
mai,13,Occitanie,11.55,18.65,15.1
mai,14,Île-de-France,4.88,15.3,10.09
mai,14,Normandie,4.64,13.14,8.89
mai,14,Grand Est,5.57,14.79,10.18
mai,14,Centre-Val de Loire,5.72,16.05,10.88
mai,16,Île-de-France,6.0,19.14,12.57
mai,16,Occitanie,10.93,20.52,15.72
mai,16,Corse,15.0,22.4,18.7
mai,16,Normandie,2.88,17.64,10.26
mai,16,Centre-Val de Loire,4.6,20.33,12.47
mai,17,Nouvelle-Aquitaine,8.99,21.41,15.2
mai,17,Provence-Alpes-Côte d'Azur,14.15,22.03,18.09
mai,17,Corse,14.6,24.05,19.32
mai,18,Bourgogne-Franche-Comté,6.73,23.43,15.08
mai,19,Pays de la Loire,7.4,25.35,16.38
mai,19,Nouvelle-Aquitaine,10.65,24.77,17.71
mai,20,Occitanie,12.59,28.33,20.46
mai,20,Bourgogne-Franche-Comté,10.87,26.32,18.59
mai,20,Île-de-France,12.14,27.08,19.61
mai,20,Centre-Val de Loire,10.03,27.23,18.63
mai,22,Grand Est,12.0,26.89,19.44
mai,22,Nouvelle-Aquitaine,15.5,25.02,20.26
mai,22,Bretagne,15.12,19.5,17.31
mai,22,Auvergne-Rhône-Alpes,11.68,29.64,20.66
mai,23,Bourgogne-Franche-Comté,11.13,18.38,14.76
mai,23,Centre-Val de Loire,11.02,20.23,15.62
mai,24,Corse,15.5,23.5,19.5
mai,24,Auvergne-Rhône-Alpes,6.06,20.33,13.2
mai,24,Nouvelle-Aquitaine,7.95,21.93,14.94
mai,25,Bourgogne-Franche-Comté,7.53,22.3,14.92
mai,26,Centre-Val de Loire,10.2,24.95,17.58
mai,27,Bourgogne-Franche-Comté,8.78,24.35,16.57
mai,28,Île-de-France,11.9,24.28,18.09
mai,28,Normandie,11.44,21.46,16.45
mai,28,Corse,12.45,24.4,18.42
mai,28,Centre-Val de Loire,10.75,25.63,18.19
mai,29,Occitanie,13.34,28.15,20.75
mai,29,Nouvelle-Aquitaine,13.95,27.6,20.78
mai,30,Grand Est,7.55,22.91,15.23
mai,30,Corse,11.35,22.55,16.95
mai,30,Hauts-de-France,9.98,24.5,17.24
mai,30,Provence-Alpes-Côte d'Azur,12.02,23.27,17.64
mai,31,Bretagne,13.42,26.68,20.05
mai,31,Pays de la Loire,14.35,26.2,20.27
mai,31,Nouvelle-Aquitaine,14.01,28.38,21.2
mai,31,Grand Est,7.9,22.48,15.19
juin,1,Bourgogne-Franche-Comté,9.2,26.92,18.06
juin,1,Centre-Val de Loire,10.18,27.22,18.7
juin,1,Grand Est,8.11,26.61,17.36
juin,1,Nouvelle-Aquitaine,14.96,27.42,21.19
juin,2,Auvergne-Rhône-Alpes,12.2,27.28,19.74
juin,2,Provence-Alpes-Côte d'Azur,15.33,25.35,20.34
juin,2,Occitanie,14.44,26.61,20.52
juin,2,Normandie,11.0,25.94,18.47
juin,3,Occitanie,14.4,25.27,19.84
juin,3,Nouvelle-Aquitaine,15.99,25.13,20.56
juin,4,Normandie,11.32,14.72,13.02
juin,5,Nouvelle-Aquitaine,12.31,18.88,15.6
juin,5,Normandie,10.4,16.62,13.51
juin,5,Corse,17.25,24.45,20.85
juin,5,Occitanie,12.94,20.13,16.53
juin,7,Pays de la Loire,5.9,20.65,13.28
juin,7,Provence-Alpes-Côte d'Azur,15.35,22.47,18.91
juin,7,Bourgogne-Franche-Comté,9.33,19.47,14.4
juin,8,Bretagne,10.12,19.38,14.75
juin,9,Nouvelle-Aquitaine,11.22,20.35,15.79
juin,9,Hauts-de-France,8.68,16.92,12.8
juin,10,Auvergne-Rhône-Alpes,10.49,17.82,14.15
juin,10,Pays de la Loire,10.15,18.55,14.35
juin,11,Bourgogne-Franche-Comté,10.85,22.87,16.86
juin,11,Pays de la Loire,11.85,17.3,14.58
juin,12,Pays de la Loire,12.15,20.1,16.12
juin,12,Bretagne,11.4,18.35,14.88
juin,12,Nouvelle-Aquitaine,9.38,20.92,15.15
juin,13,Pays de la Loire,11.9,20.4,16.15
juin,13,Hauts-de-France,11.54,24.32,17.93
juin,13,Provence-Alpes-Côte d'Azur,15.18,20.75,17.97
juin,13,Bretagne,9.68,19.23,14.45
juin,13,Auvergne-Rhône-Alpes,10.83,20.58,15.7
juin,14,Île-de-France,12.56,22.62,17.59
juin,14,Pays de la Loire,13.35,21.0,17.18
juin,14,Grand Est,12.75,21.42,17.09
juin,14,Provence-Alpes-Côte d'Azur,12.27,25.08,18.68
juin,15,Nouvelle-Aquitaine,12.51,21.06,16.78
juin,15,Bretagne,11.6,19.53,15.56
juin,15,Auvergne-Rhône-Alpes,10.63,22.38,16.5
juin,15,Hauts-de-France,12.48,22.8,17.64
juin,16,Occitanie,13.93,22.69,18.31
juin,16,Grand Est,11.59,23.11,17.35
juin,16,Bourgogne-Franche-Comté,11.95,22.98,17.47
juin,16,Île-de-France,13.52,23.16,18.34
juin,17,Occitanie,12.57,22.35,17.46
juin,17,Pays de la Loire,11.35,20.5,15.92
juin,17,Île-de-France,13.24,20.94,17.09
juin,17,Nouvelle-Aquitaine,12.65,20.08,16.37
juin,18,Occitanie,12.02,22.15,17.09
juin,18,Pays de la Loire,11.1,20.15,15.62
juin,19,Bretagne,12.03,18.52,15.28
juin,20,Occitanie,12.94,26.79,19.86
juin,20,Bourgogne-Franche-Comté,11.47,23.78,17.62
juin,20,Centre-Val de Loire,10.73,23.55,17.14
juin,21,Bourgogne-Franche-Comté,10.62,25.02,17.82
juin,22,Bretagne,9.72,22.08,15.9
juin,23,Bourgogne-Franche-Comté,11.7,29.47,20.58
juin,23,Centre-Val de Loire,11.2,29.95,20.58
juin,23,Nouvelle-Aquitaine,13.79,30.04,21.92
juin,24,Nouvelle-Aquitaine,17.08,32.27,24.68
juin,24,Hauts-de-France,15.34,31.56,23.45
juin,24,Occitanie,16.45,30.87,23.66
juin,24,Île-de-France,16.78,32.36,24.57
juin,24,Bretagne,14.2,29.4,21.8
juin,25,Bourgogne-Franche-Comté,16.45,32.63,24.54
juin,25,Auvergne-Rhône-Alpes,16.16,31.63,23.9
juin,26,Hauts-de-France,17.2,27.9,22.55
juin,26,Bretagne,15.35,20.0,17.67
juin,27,Corse,16.9,27.55,22.22
juin,27,Centre-Val de Loire,16.08,24.65,20.37
août,14,Corse,20.35,32.35,26.35
août,14,Provence-Alpes-Côte d'Azur,19.28,31.78,25.53
août,15,Bourgogne-Franche-Comté,15.18,29.82,22.5
août,16,Bourgogne-Franche-Comté,16.38,28.15,22.27
août,16,Corse,18.65,31.1,24.88
août,16,Centre-Val de Loire,16.63,26.52,21.58
août,17,Grand Est,14.84,25.6,20.22
août,17,Bourgogne-Franche-Comté,15.0,26.93,20.97
août,17,Corse,20.1,30.1,25.1
août,17,Occitanie,15.08,28.68,21.88
août,18,Bourgogne-Franche-Comté,14.63,27.4,21.02
août,18,Pays de la Loire,13.2,26.3,19.75
août,18,Provence-Alpes-Côte d'Azur,19.1,29.9,24.5
août,18,Grand Est,14.0,26.18,20.09
août,18,Centre-Val de Loire,15.23,27.6,21.42
août,18,Bretagne,14.8,24.38,19.59
août,19,Bourgogne-Franche-Comté,14.8,28.73,21.77
août,19,Île-de-France,16.94,25.58,21.26
août,19,Bretagne,18.32,22.25,20.29
août,20,Occitanie,20.78,33.69,27.24
août,20,Bretagne,14.23,23.4,18.81
août,20,Pays de la Loire,18.9,29.05,23.98
août,21,Provence-Alpes-Côte d'Azur,19.23,32.67,25.95
août,22,Normandie,15.36,23.02,19.19
août,22,Centre-Val de Loire,14.88,25.97,20.42
août,24,Corse,19.95,30.1,25.02
août,24,Île-de-France,12.98,22.8,17.89
août,25,Centre-Val de Loire,13.7,30.15,21.92
août,25,Grand Est,10.6,28.11,19.36
août,26,Hauts-de-France,16.42,21.54,18.98
août,26,Corse,19.85,29.75,24.8
août,26,Bourgogne-Franche-Comté,18.37,26.3,22.33
août,27,Bretagne,13.18,22.3,17.74
août,28,Auvergne-Rhône-Alpes,14.6,21.61,18.1
août,29,Normandie,11.58,16.66,14.12
août,29,Île-de-France,11.64,18.74,15.19
août,29,Nouvelle-Aquitaine,12.33,20.99,16.66
août,30,Hauts-de-France,12.54,18.94,15.74
août,30,Bourgogne-Franche-Comté,12.4,18.42,15.41
août,31,Grand Est,12.09,19.54,15.81
septembre,1,Île-de-France,9.5,21.8,15.65
septembre,2,Grand Est,9.52,22.46,15.99
septembre,2,Nouvelle-Aquitaine,9.55,24.7,17.12
septembre,3,Pays de la Loire,11.4,26.45,18.92
septembre,3,Île-de-France,14.88,27.4,21.14
septembre,4,Centre-Val de Loire,11.08,30.95,21.02
septembre,5,Île-de-France,14.84,21.32,18.08
septembre,6,Nouvelle-Aquitaine,13.88,22.08,17.98
septembre,7,Hauts-de-France,8.62,21.16,14.89
septembre,7,Île-de-France,9.8,23.34,16.57
septembre,7,Normandie,7.54,21.84,14.69
septembre,7,Bretagne,8.78,20.8,14.79
septembre,8,Grand Est,6.99,25.79,16.39
septembre,9,Occitanie,14.45,25.55,20.0
septembre,9,Grand Est,9.59,27.64,18.61
septembre,9,Nouvelle-Aquitaine,12.22,28.98,20.6
septembre,9,Hauts-de-France,15.48,23.62,19.55
septembre,10,Occitanie,15.95,26.85,21.4
septembre,10,Bretagne,14.75,21.48,18.11
septembre,10,Corse,18.9,29.0,23.95
septembre,11,Normandie,10.56,22.04,16.3
septembre,12,Provence-Alpes-Côte d'Azur,17.52,30.33,23.92
septembre,12,Bretagne,8.18,21.78,14.98
septembre,12,Centre-Val de Loire,9.87,26.73,18.3
septembre,12,Corse,19.55,28.3,23.92
septembre,13,Grand Est,8.9,28.89,18.89
septembre,14,Bretagne,11.72,30.8,21.26
septembre,14,Hauts-de-France,11.86,31.38,21.62
septembre,15,Centre-Val de Loire,15.22,33.43,24.32
septembre,15,Provence-Alpes-Côte d'Azur,17.62,30.4,24.01
septembre,15,Hauts-de-France,16.48,32.22,24.35
septembre,16,Grand Est,14.61,32.62,23.62
septembre,16,Bretagne,14.65,25.62,20.14
septembre,16,Auvergne-Rhône-Alpes,14.53,31.16,22.85
septembre,16,Bourgogne-Franche-Comté,14.25,32.73,23.49
septembre,17,Bourgogne-Franche-Comté,16.32,29.83,23.08
septembre,17,Corse,19.05,29.05,24.05
septembre,17,Nouvelle-Aquitaine,16.96,33.33,25.15
septembre,18,Centre-Val de Loire,15.03,31.63,23.33
septembre,18,Bretagne,14.92,24.1,19.51
septembre,18,Corse,18.8,29.1,23.95
septembre,19,Corse,19.25,28.9,24.08
septembre,19,Centre-Val de Loire,18.38,28.33,23.36
septembre,19,Bourgogne-Franche-Comté,18.22,29.13,23.68
septembre,19,Provence-Alpes-Côte d'Azur,19.5,28.78,24.14
septembre,19,Normandie,17.18,24.62,20.9
septembre,19,Bretagne,15.82,21.4,18.61
septembre,20,Bretagne,14.97,20.72,17.85
septembre,21,Nouvelle-Aquitaine,16.84,22.98,19.91
septembre,21,Corse,17.45,26.95,22.2
septembre,21,Bourgogne-Franche-Comté,13.12,26.52,19.82
septembre,22,Bourgogne-Franche-Comté,12.27,24.13,18.2
septembre,22,Corse,17.35,26.6,21.98
septembre,22,Occitanie,16.37,22.42,19.4
septembre,22,Centre-Val de Loire,11.87,22.3,17.08
septembre,23,Occitanie,14.18,26.24,20.21
septembre,24,Auvergne-Rhône-Alpes,14.96,20.57,17.77
septembre,24,Pays de la Loire,9.25,17.85,13.55
septembre,24,Bretagne,9.05,15.65,12.35
septembre,25,Bretagne,8.6,15.6,12.1
septembre,25,Hauts-de-France,8.14,12.92,10.53
septembre,25,Nouvelle-Aquitaine,9.48,15.88,12.68
septembre,26,Provence-Alpes-Côte d'Azur,9.63,17.9,13.77
septembre,26,Bretagne,8.23,15.37,11.8
septembre,26,Nouvelle-Aquitaine,9.25,14.58,11.92
septembre,26,Auvergne-Rhône-Alpes,6.24,12.45,9.34
septembre,27,Corse,10.9,17.1,14.0
septembre,27,Hauts-de-France,10.4,15.92,13.16
septembre,28,Occitanie,10.82,18.9,14.86
septembre,28,Nouvelle-Aquitaine,11.07,18.64,14.86
septembre,29,Île-de-France,11.9,17.88,14.89
septembre,29,Auvergne-Rhône-Alpes,7.25,17.62,12.44
septembre,29,Centre-Val de Loire,9.55,19.72,14.63
septembre,30,Pays de la Loire,13.9,19.75,16.82
septembre,30,Nouvelle-Aquitaine,9.87,21.61,15.74
septembre,30,Occitanie,7.34,23.04,15.19
octobre,1,Île-de-France,12.3,17.0,14.65
octobre,2,Corse,15.8,24.0,19.9
octobre,2,Auvergne-Rhône-Alpes,9.15,16.5,12.82
octobre,2,Île-de-France,10.6,14.54,12.57
octobre,2,Bourgogne-Franche-Comté,10.52,13.67,12.09
octobre,3,Occitanie,7.32,16.22,11.77
octobre,3,Auvergne-Rhône-Alpes,6.85,14.8,10.82
octobre,4,Corse,11.25,22.7,16.98
octobre,4,Centre-Val de Loire,7.92,15.42,11.67
octobre,4,Grand Est,8.75,15.79,12.27
octobre,4,Hauts-de-France,9.54,14.84,12.19
octobre,5,Bretagne,10.75,15.68,13.21
octobre,5,Auvergne-Rhône-Alpes,7.85,14.39,11.12
octobre,5,Occitanie,8.36,18.07,13.22
octobre,5,Hauts-de-France,9.94,15.88,12.91
octobre,6,Île-de-France,11.46,16.36,13.91
octobre,6,Grand Est,10.61,16.29,13.45
octobre,6,Auvergne-Rhône-Alpes,9.75,15.81,12.78
octobre,7,Auvergne-Rhône-Alpes,10.31,16.69,13.5
octobre,9,Occitanie,10.67,21.25,15.96
octobre,10,Bourgogne-Franche-Comté,8.88,14.65,11.77
octobre,10,Occitanie,12.48,18.46,15.47
octobre,11,Auvergne-Rhône-Alpes,5.35,11.58,8.47
octobre,12,Provence-Alpes-Côte d'Azur,8.57,17.02,12.79
octobre,12,Île-de-France,5.84,13.86,9.85
octobre,13,Bourgogne-Franche-Comté,4.37,11.33,7.85
octobre,13,Auvergne-Rhône-Alpes,2.55,11.77,7.16
