mois,jour,région,tmin,tmax,tmoy
juin,11,Bretagne,10.52,15.23,12.88
juin,11,Hauts-de-France,10.36,21.58,15.97
juin,11,Centre-Val de Loire,10.33,19.88,15.11
juin,11,Grand Est,10.91,22.01,16.46
juin,11,Occitanie,11.99,21.15,16.57
juin,12,Normandie,12.56,19.86,16.21
juin,12,Bourgogne-Franche-Comté,13.4,19.78,16.59
juin,12,Provence-Alpes-Côte d'Azur,16.62,22.68,19.65
juin,12,Centre-Val de Loire,12.27,21.15,16.71
juin,12,Corse,13.45,26.6,20.02
juin,12,Hauts-de-France,12.98,19.62,16.3
juin,13,Centre-Val de Loire,10.6,22.08,16.34
juin,14,Bretagne,12.0,20.15,16.08
juin,14,Nouvelle-Aquitaine,13.26,21.65,17.46
juin,14,Normandie,12.2,21.64,16.92
juin,15,Corse,14.9,24.25,19.58
juin,15,Provence-Alpes-Côte d'Azur,14.97,25.93,20.45
juin,15,Normandie,12.16,20.86,16.51
juin,16,Nouvelle-Aquitaine,13.73,20.25,16.99
juin,16,Corse,13.8,24.35,19.08
juin,16,Provence-Alpes-Côte d'Azur,15.57,25.3,20.43
juin,16,Auvergne-Rhône-Alpes,11.01,22.48,16.75
juin,17,Bretagne,11.4,18.55,14.98
juin,17,Grand Est,12.19,18.72,15.46
juin,17,Hauts-de-France,12.94,21.3,17.12
juin,17,Corse,14.7,24.3,19.5
juin,18,Auvergne-Rhône-Alpes,10.1,21.92,16.01
juin,18,Bretagne,11.75,18.12,14.94
juin,19,Corse,13.85,26.05,19.95
juin,19,Pays de la Loire,11.9,21.0,16.45
juin,19,Grand Est,9.78,21.92,15.85
juin,19,Hauts-de-France,11.14,19.84,15.49
juin,20,Hauts-de-France,11.9,22.92,17.41
juin,20,Bretagne,13.0,20.9,16.95
juin,20,Grand Est,10.72,23.62,17.18
juin,22,Hauts-de-France,10.32,22.48,16.4
juin,22,Bourgogne-Franche-Comté,14.78,24.77,19.78
juin,22,Corse,16.05,26.7,21.38
juin,22,Île-de-France,10.84,24.14,17.49
juin,23,Auvergne-Rhône-Alpes,11.8,29.21,20.5
juin,23,Bretagne,12.25,27.67,19.96
juin,25,Île-de-France,19.06,34.18,26.62
juin,25,Provence-Alpes-Côte d'Azur,16.53,29.22,22.88
juin,25,Pays de la Loire,18.55,32.3,25.42
juin,26,Normandie,17.12,26.26,21.69
juin,26,Grand Est,15.91,28.92,22.42
juin,27,Bourgogne-Franche-Comté,17.73,27.92,22.82
juin,27,Hauts-de-France,16.22,23.02,19.62
juin,28,Occitanie,18.57,28.37,23.47
janvier,1,Auvergne-Rhône-Alpes,-2.92,5.98,1.53
janvier,1,Hauts-de-France,-0.98,2.88,0.95
janvier,1,Grand Est,-4.1,1.7,-1.2
janvier,1,Centre-Val de Loire,0.17,8.05,4.11
janvier,2,Hauts-de-France,1.7,9.3,5.5
janvier,2,Provence-Alpes-Côte d'Azur,0.77,9.87,5.32
janvier,3,Occitanie,2.71,10.81,6.76
janvier,3,Centre-Val de Loire,5.73,11.75,8.74
janvier,3,Pays de la Loire,9.1,12.5,10.8
janvier,4,Île-de-France,2.7,8.92,5.81
janvier,4,Nouvelle-Aquitaine,4.93,10.1,7.52
janvier,4,Normandie,1.52,8.94,5.23
janvier,4,Hauts-de-France,2.06,8.3,5.18
janvier,5,Auvergne-Rhône-Alpes,-1.3,6.72,2.71
janvier,5,Occitanie,1.75,9.55,5.65
janvier,6,Bourgogne-Franche-Comté,-2.97,8.03,2.53
janvier,7,Bourgogne-Franche-Comté,-0.83,8.13,3.65
janvier,7,Occitanie,2.71,12.07,7.39
janvier,7,Hauts-de-France,4.84,11.6,8.22
janvier,8,Nouvelle-Aquitaine,6.66,13.66,10.16
janvier,8,Bretagne,11.2,12.58,11.89
janvier,8,Hauts-de-France,8.42,12.34,10.38
janvier,8,Provence-Alpes-Côte d'Azur,1.23,15.2,8.22
janvier,9,Bourgogne-Franche-Comté,7.08,12.7,9.89
janvier,9,Île-de-France,10.5,12.14,11.32
janvier,10,Bourgogne-Franche-Comté,6.82,9.85,8.33
janvier,10,Île-de-France,6.86,9.1,7.98
janvier,11,Occitanie,2.16,10.72,6.44
janvier,11,Hauts-de-France,4.06,8.18,6.12
janvier,11,Île-de-France,2.18,8.64,5.41
janvier,11,Pays de la Loire,1.95,10.0,5.98
janvier,11,Bretagne,3.55,10.75,7.15
janvier,12,Grand Est,-0.88,6.32,2.72
janvier,12,Provence-Alpes-Côte d'Azur,0.17,14.23,7.2
janvier,13,Grand Est,4.31,8.2,6.26
janvier,13,Nouvelle-Aquitaine,3.64,10.75,7.2
janvier,13,Île-de-France,6.2,10.08,8.14
janvier,13,Centre-Val de Loire,6.72,10.77,8.74
janvier,14,Provence-Alpes-Côte d'Azur,2.42,12.72,7.57
janvier,14,Nouvelle-Aquitaine,4.68,13.86,9.27
janvier,14,Grand Est,5.1,11.1,8.1
janvier,14,Centre-Val de Loire,7.72,12.17,9.94
janvier,15,Île-de-France,8.42,12.78,10.6
janvier,15,Provence-Alpes-Côte d'Azur,5.92,12.42,9.17
janvier,15,Bretagne,7.15,12.12,9.64
janvier,15,Bourgogne-Franche-Comté,3.87,14.25,9.06
janvier,15,Nouvelle-Aquitaine,6.05,14.68,10.36
janvier,16,Île-de-France,3.74,13.98,8.86
janvier,16,Corse,6.2,13.05,9.62
janvier,16,Bretagne,5.98,13.6,9.79
janvier,17,Nouvelle-Aquitaine,6.72,11.67,9.19
janvier,17,Centre-Val de Loire,6.32,11.32,8.82
janvier,18,Nouvelle-Aquitaine,2.15,10.28,6.22
janvier,19,Nouvelle-Aquitaine,2.97,8.18,5.58
janvier,19,Bretagne,1.98,8.72,5.35
janvier,20,Auvergne-Rhône-Alpes,-2.87,5.01,1.07
janvier,20,Hauts-de-France,0.42,5.5,2.96
janvier,21,Île-de-France,-1.0,5.06,2.03
janvier,21,Grand Est,-4.69,5.05,0.18
janvier,21,Nouvelle-Aquitaine,0.26,9.39,4.83
janvier,22,Occitanie,6.43,11.65,9.04
janvier,22,Pays de la Loire,-0.75,7.15,3.2
janvier,22,Nouvelle-Aquitaine,3.07,10.88,6.98
janvier,23,Grand Est,-4.09,2.74,-0.67
janvier,24,Bretagne,0.18,5.75,2.96
janvier,25,Nouvelle-Aquitaine,3.42,12.72,8.07
janvier,25,Corse,7.25,16.0,11.62
janvier,25,Centre-Val de Loire,-1.08,10.3,4.61
janvier,25,Normandie,-0.08,7.56,3.74
janvier,26,Nouvelle-Aquitaine,5.84,13.13,9.48
janvier,26,Hauts-de-France,1.86,8.94,5.4
janvier,26,Normandie,2.0,9.66,5.83
janvier,26,Occitanie,4.66,11.35,8.0
janvier,27,Provence-Alpes-Côte d'Azur,2.77,10.88,6.82
janvier,27,Centre-Val de Loire,7.48,9.18,8.33
janvier,27,Hauts-de-France,6.62,9.64,8.13
janvier,27,Auvergne-Rhône-Alpes,1.36,9.72,5.54
janvier,28,Provence-Alpes-Côte d'Azur,5.38,13.03,9.21
janvier,28,Occitanie,4.49,13.26,8.88
janvier,29,Pays de la Loire,6.2,12.35,9.27
janvier,29,Centre-Val de Loire,5.17,11.08,8.13
janvier,29,Corse,9.8,16.85,13.32
janvier,30,Provence-Alpes-Côte d'Azur,3.0,13.1,8.05
janvier,31,Bretagne,9.2,12.78,10.99
janvier,31,Centre-Val de Loire,11.33,13.33,12.33
janvier,31,Pays de la Loire,10.5,13.05,11.77
janvier,31,Nouvelle-Aquitaine,11.07,15.97,13.52
février,1,Bourgogne-Franche-Comté,8.57,14.1,11.33
février,2,Provence-Alpes-Côte d'Azur,5.77,15.77,10.77
février,2,Hauts-de-France,7.12,12.94,10.03
février,3,Centre-Val de Loire,12.22,15.02,13.62
février,4,Auvergne-Rhône-Alpes,3.67,8.02,5.85
février,4,Pays de la Loire,5.0,11.35,8.18
février,5,Pays de la Loire,4.25,10.75,7.5
février,5,Normandie,3.76,9.1,6.43
février,5,Provence-Alpes-Côte d'Azur,4.48,13.68,9.08
février,6,Île-de-France,0.86,10.08,5.47
février,6,Hauts-de-France,-0.04,8.38,4.17
février,6,Nouvelle-Aquitaine,0.66,13.6,7.13
février,8,Corse,2.25,15.2,8.72
février,8,Auvergne-Rhône-Alpes,0.5,13.21,6.85
février,8,Nouvelle-Aquitaine,5.29,13.13,9.21
février,9,Corse,3.7,14.3,9.0
février,9,Île-de-France,6.82,13.8,10.31
février,10,Occitanie,9.4,16.8,13.1
février,11,Provence-Alpes-Côte d'Azur,10.52,15.97,13.24
février,12,Corse,6.9,17.5,12.2
février,12,Hauts-de-France,3.7,8.46,6.08
février,13,Provence-Alpes-Côte d'Azur,1.08,12.37,6.73
février,13,Corse,3.7,15.6,9.65
février,13,Centre-Val de Loire,4.3,12.5,8.4
février,13,Bourgogne-Franche-Comté,0.08,11.52,5.8
février,13,Bretagne,7.05,11.48,9.26
février,14,Normandie,7.18,12.32,9.75
février,15,Bourgogne-Franche-Comté,0.48,13.93,7.21
février,15,Occitanie,1.65,16.81,9.23
février,15,Normandie,7.74,13.4,10.57
février,16,Bretagne,8.33,14.32,11.32
février,16,Corse,5.1,16.25,10.68
février,16,Centre-Val de Loire,11.25,18.23,14.74
février,17,Provence-Alpes-Côte d'Azur,8.97,13.7,11.33
février,17,Bourgogne-Franche-Comté,7.42,11.57,9.49
février,17,Bretagne,5.92,11.35,8.64
février,17,Pays de la Loire,7.25,12.4,9.82
février,17,Occitanie,7.76,13.39,10.58
février,18,Occitanie,3.45,12.65,8.05
février,18,Centre-Val de Loire,2.73,11.48,7.11
février,18,Auvergne-Rhône-Alpes,1.7,10.12,5.91
février,18,Hauts-de-France,4.66,9.72,7.19
février,18,Pays de la Loire,3.25,12.45,7.85
février,19,Normandie,4.46,9.76,7.11
février,19,Nouvelle-Aquitaine,5.61,13.21,9.41
février,20,Pays de la Loire,8.25,12.75,10.5
février,20,Auvergne-Rhône-Alpes,-0.35,15.32,7.49
février,21,Centre-Val de Loire,-0.13,10.73,5.3
février,21,Nouvelle-Aquitaine,3.12,13.05,8.08
février,21,Pays de la Loire,-0.35,11.05,5.35
février,21,Hauts-de-France,3.38,9.52,6.45
février,21,Île-de-France,1.86,10.24,6.05
février,22,Provence-Alpes-Côte d'Azur,3.5,16.83,10.17
février,22,Île-de-France,3.72,12.72,8.22
février,22,Auvergne-Rhône-Alpes,-1.19,16.59,7.7
février,23,Grand Est,8.38,13.6,10.99
février,24,Centre-Val de Loire,8.8,12.48,10.64
février,25,Normandie,4.76,9.82,7.29
février,26,Occitanie,5.64,10.39,8.01
février,27,Bretagne,6.0,11.77,8.89
février,27,Hauts-de-France,0.56,6.32,3.44
février,27,Auvergne-Rhône-Alpes,-0.41,10.23,4.91
février,28,Île-de-France,0.6,10.78,5.69
février,28,Hauts-de-France,-0.18,10.64,5.23
février,29,Nouvelle-Aquitaine,7.87,14.53,11.2
février,29,Occitanie,7.07,16.39,11.73
février,29,Normandie,4.8,10.48,7.64
février,29,Centre-Val de Loire,7.17,12.85,10.01
février,29,Provence-Alpes-Côte d'Azur,4.55,12.42,8.48
mars,2,Occitanie,5.73,11.69,8.71
mars,2,Auvergne-Rhône-Alpes,3.95,9.33,6.64
mars,2,Provence-Alpes-Côte d'Azur,5.88,12.38,9.13
mars,2,Centre-Val de Loire,5.48,10.12,7.8
mars,2,Pays de la Loire,5.7,10.85,8.28
mars,2,Île-de-France,3.74,9.24,6.49
mars,3,Auvergne-Rhône-Alpes,1.15,8.63,4.89
mars,3,Pays de la Loire,2.85,10.3,6.57
mars,3,Normandie,1.08,9.08,5.08
mars,3,Nouvelle-Aquitaine,4.17,9.79,6.98
mars,4,Bourgogne-Franche-Comté,0.3,9.85,5.08
mars,4,Centre-Val de Loire,1.32,11.08,6.2
mars,5,Centre-Val de Loire,7.17,12.7,9.93
mars,5,Pays de la Loire,7.8,13.4,10.6
mars,5,Bretagne,6.7,11.55,9.12
mars,5,Hauts-de-France,5.86,9.9,7.88
mars,6,Centre-Val de Loire,1.47,9.97,5.72
mars,6,Occitanie,4.29,10.2,7.25
août,14,Bourgogne-Franche-Comté,19.05,26.27,22.66
août,15,Occitanie,16.6,33.03,24.81
août,17,Bretagne,13.0,22.55,17.78
août,20,Corse,19.15,30.8,24.98
juin,28,Île-de-France,15.56,23.12,19.34
juin,28,Centre-Val de Loire,14.73,20.53,17.63
juin,29,Centre-Val de Loire,14.33,21.67,18.0
juin,30,Nouvelle-Aquitaine,12.56,24.85,18.7
juin,30,Occitanie,15.58,28.9,22.24
juillet,1,Provence-Alpes-Côte d'Azur,18.58,29.48,24.03
juillet,1,Pays de la Loire,17.75,22.85,20.3
juillet,1,Bretagne,14.85,19.9,17.38
juillet,1,Corse,18.6,28.6,23.6
juillet,1,Grand Est,13.74,27.32,20.53
juillet,2,Île-de-France,14.2,22.32,18.26
juillet,3,Pays de la Loire,11.95,22.55,17.25
juillet,4,Bourgogne-Franche-Comté,10.97,26.12,18.54
juillet,4,Occitanie,13.65,27.0,20.33
juillet,4,Centre-Val de Loire,11.38,23.93,17.66
juillet,4,Nouvelle-Aquitaine,11.11,24.09,17.6
juillet,4,Normandie,13.86,20.32,17.09
juillet,4,Grand Est,10.42,25.5,17.96
juillet,5,Nouvelle-Aquitaine,15.17,26.06,20.62
juillet,5,Hauts-de-France,16.86,21.6,19.23
juillet,6,Normandie,10.54,19.6,15.07
juillet,6,Corse,18.1,28.3,23.2
juillet,6,Pays de la Loire,10.5,23.0,16.75
juillet,7,Bretagne,7.85,20.27,14.06
juillet,7,Nouvelle-Aquitaine,11.31,25.16,18.24
juillet,7,Grand Est,7.42,23.75,15.59
juillet,7,Bourgogne-Franche-Comté,8.4,25.12,16.76
juillet,7,Pays de la Loire,8.8,24.7,16.75
juillet,8,Île-de-France,12.62,28.04,20.33
juillet,8,Corse,19.1,29.3,24.2
juillet,9,Pays de la Loire,13.35,28.65,21.0
juillet,9,Centre-Val de Loire,12.67,32.32,22.49
juillet,10,Bourgogne-Franche-Comté,17.92,26.82,22.37
juillet,10,Hauts-de-France,14.92,20.4,17.66
juillet,10,Nouvelle-Aquitaine,17.19,23.94,20.56
juillet,10,Île-de-France,16.6,23.4,20.0
juillet,10,Provence-Alpes-Côte d'Azur,17.68,31.93,24.81
juillet,11,Normandie,8.56,20.96,14.76
juillet,12,Île-de-France,11.18,25.4,18.29
juillet,13,Nouvelle-Aquitaine,14.84,27.83,21.34
juillet,13,Centre-Val de Loire,11.93,27.82,19.88
juillet,14,Bretagne,13.52,20.4,16.96
juillet,14,Occitanie,16.06,28.15,22.11
juillet,15,Bretagne,12.98,20.48,16.73
juillet,15,Nouvelle-Aquitaine,15.61,22.23,18.92
juillet,16,Pays de la Loire,14.35,23.5,18.92
juillet,18,Nouvelle-Aquitaine,13.77,29.56,21.66
juillet,18,Hauts-de-France,13.34,24.48,18.91
juillet,18,Bourgogne-Franche-Comté,11.8,27.75,19.78
juillet,19,Centre-Val de Loire,12.4,32.05,22.22
juillet,19,Occitanie,15.14,32.87,24.0
juillet,19,Grand Est,11.31,29.86,20.59
juillet,20,Bourgogne-Franche-Comté,13.15,31.82,22.48
juillet,20,Corse,18.75,28.85,23.8
juillet,20,Grand Est,13.85,28.94,21.39
juillet,21,Centre-Val de Loire,15.57,28.15,21.86
juillet,21,Bretagne,11.78,23.95,17.86
juillet,21,Nouvelle-Aquitaine,19.1,30.64,24.87
juillet,22,Grand Est,12.19,27.96,20.08
juillet,22,Provence-Alpes-Côte d'Azur,19.0,31.78,25.39
juillet,22,Bourgogne-Franche-Comté,16.6,29.7,23.15
juillet,23,Grand Est,11.35,28.3,19.82
juillet,23,Corse,18.75,29.5,24.12
juillet,24,Corse,19.95,29.95,24.95
juillet,24,Hauts-de-France,15.66,22.54,19.1
juillet,24,Auvergne-Rhône-Alpes,16.25,28.78,22.51
juillet,24,Pays de la Loire,13.0,26.35,19.68
juillet,25,Provence-Alpes-Côte d'Azur,17.52,31.15,24.33
juillet,26,Hauts-de-France,15.1,22.08,18.59
juillet,26,Pays de la Loire,14.7,25.5,20.1
juillet,27,Provence-Alpes-Côte d'Azur,18.9,31.55,25.22
juillet,27,Occitanie,17.1,34.75,25.92
juillet,27,Nouvelle-Aquitaine,14.55,31.8,23.18
juillet,27,Corse,19.6,30.5,25.05
juillet,27,Normandie,13.0,27.08,20.04
juillet,28,Corse,20.2,31.75,25.98
juillet,28,Auvergne-Rhône-Alpes,18.8,31.71,25.25
juillet,29,Pays de la Loire,11.65,28.05,19.85
juillet,29,Centre-Val de Loire,10.2,28.48,19.34
juillet,29,Hauts-de-France,10.32,23.22,16.77
juillet,29,Auvergne-Rhône-Alpes,18.06,31.28,24.67
juillet,29,Nouvelle-Aquitaine,15.36,29.12,22.24
juillet,30,Normandie,11.1,30.52,20.81
juillet,30,Corse,20.8,34.1,27.45
août,1,Bourgogne-Franche-Comté,19.7,34.37,27.03
août,1,Normandie,16.8,25.46,21.13
août,3,Grand Est,13.28,23.31,18.29
août,3,Nouvelle-Aquitaine,14.51,23.89,19.2
août,4,Corse,20.3,28.45,24.38
août,4,Bretagne,8.65,22.65,15.65
août,4,Bourgogne-Franche-Comté,11.62,24.43,18.03
août,4,Occitanie,15.47,27.27,21.37
août,4,Provence-Alpes-Côte d'Azur,16.63,27.15,21.89
août,4,Grand Est,11.76,24.3,18.03
août,5,Nouvelle-Aquitaine,11.41,30.63,21.02
août,5,Auvergne-Rhône-Alpes,10.21,28.44,19.32
août,5,Occitanie,13.43,32.08,22.75
août,6,Provence-Alpes-Côte d'Azur,15.83,31.7,23.77
août,6,Hauts-de-France,13.42,32.52,22.97
août,6,Bretagne,15.78,30.08,22.92
août,6,Pays de la Loire,13.05,35.75,24.4
août,7,Nouvelle-Aquitaine,18.74,37.62,28.18
août,7,Bourgogne-Franche-Comté,14.4,34.88,24.64
août,8,Normandie,19.96,32.28,26.12
août,8,Centre-Val de Loire,17.65,37.63,27.64
août,8,Corse,20.5,33.4,26.95
août,9,Bourgogne-Franche-Comté,17.72,36.52,27.12
août,9,Nouvelle-Aquitaine,19.77,34.01,26.89
août,9,Corse,20.3,31.95,26.12
août,9,Hauts-de-France,21.22,36.16,28.69
août,10,Grand Est,19.52,34.39,26.96
août,10,Pays de la Loire,20.0,35.1,27.55
août,11,Hauts-de-France,19.68,34.84,27.26
août,11,Corse,20.65,31.6,26.12
août,11,Provence-Alpes-Côte d'Azur,20.07,32.58,26.32
août,12,Grand Est,19.1,34.98,27.04
août,12,Corse,19.35,32.55,25.95
août,12,Île-de-France,21.12,35.58,28.35
août,12,Bourgogne-Franche-Comté,19.67,34.67,27.17
août,13,Bourgogne-Franche-Comté,18.52,30.72,24.62
août,13,Provence-Alpes-Côte d'Azur,20.53,30.83,25.68
août,13,Île-de-France,19.72,28.4,24.06
août,13,Centre-Val de Loire,17.55,24.7,21.12
août,15,Île-de-France,17.64,28.26,22.95
août,15,Provence-Alpes-Côte d'Azur,18.87,32.43,25.65
août,16,Grand Est,14.82,29.46,22.14
août,20,Grand Est,18.5,35.01,26.76
août,21,Normandie,18.64,26.14,22.39
août,22,Grand Est,17.0,25.9,21.45
août,24,Bourgogne-Franche-Comté,12.4,25.35,18.88
août,24,Bretagne,12.5,20.27,16.39
août,24,Occitanie,15.75,27.9,21.82
août,26,Provence-Alpes-Côte d'Azur,16.52,32.53,24.52
août,26,Nouvelle-Aquitaine,17.45,26.27,21.86
août,26,Île-de-France,15.72,24.5,20.11
août,27,Centre-Val de Loire,10.53,27.63,19.08
août,28,Île-de-France,14.42,22.5,18.46
août,28,Normandie,13.12,20.44,16.78
août,30,Île-de-France,11.84,21.08,16.46
août,30,Normandie,11.46,16.86,14.16
août,30,Auvergne-Rhône-Alpes,12.95,19.03,15.99
septembre,1,Hauts-de-France,10.64,19.84,15.24
septembre,2,Bretagne,8.78,22.28,15.52
septembre,3,Bretagne,15.45,22.72,19.09
septembre,4,Pays de la Loire,11.15,28.55,19.85
octobre,7,Normandie,11.18,16.96,14.07
octobre,7,Grand Est,10.54,15.86,13.2
octobre,9,Corse,11.3,22.4,16.85
octobre,10,Pays de la Loire,8.25,16.0,12.12
octobre,11,Pays de la Loire,9.55,15.45,12.5
octobre,13,Grand Est,4.35,11.54,7.94
octobre,13,Bretagne,8.5,13.5,11.0
octobre,14,Pays de la Loire,4.15,14.6,9.38
octobre,14,Île-de-France,6.34,14.22,10.28
octobre,15,Île-de-France,7.42,12.76,10.09
octobre,17,Hauts-de-France,6.56,13.3,9.93
octobre,18,Corse,10.25,19.45,14.85
octobre,18,Normandie,3.48,14.28,8.88
octobre,19,Normandie,3.98,14.7,9.34
octobre,20,Centre-Val de Loire,8.88,17.38,13.13
octobre,20,Grand Est,5.25,15.94,10.59
octobre,20,Provence-Alpes-Côte d'Azur,9.02,19.13,14.07
octobre,21,Bretagne,13.12,17.0,15.06
octobre,22,Bourgogne-Franche-Comté,13.05,19.98,16.52
octobre,22,Bretagne,11.02,18.4,14.71
octobre,22,Auvergne-Rhône-Alpes,14.12,18.48,16.3
octobre,22,Corse,10.75,22.4,16.58
octobre,23,Occitanie,12.9,18.43,15.66
octobre,24,Provence-Alpes-Côte d'Azur,9.98,19.4,14.69
octobre,24,Bourgogne-Franche-Comté,10.32,16.25,13.28
octobre,24,Bretagne,11.52,16.23,13.88
octobre,24,Normandie,10.5,16.72,13.61
octobre,25,Normandie,8.7,13.58,11.14
octobre,26,Nouvelle-Aquitaine,8.3,13.82,11.06
octobre,27,Île-de-France,7.52,13.16,10.34
octobre,27,Occitanie,7.81,16.78,12.3
octobre,28,Pays de la Loire,10.25,15.4,12.82
octobre,28,Bretagne,10.2,14.72,12.46
octobre,28,Hauts-de-France,8.96,13.66,11.31
octobre,28,Centre-Val de Loire,10.1,15.23,12.67
octobre,29,Provence-Alpes-Côte d'Azur,9.87,19.8,14.83
octobre,29,Normandie,9.52,14.72,12.12
octobre,29,Auvergne-Rhône-Alpes,10.23,15.54,12.88
octobre,30,Île-de-France,13.16,15.66,14.41
octobre,30,Occitanie,6.28,21.93,14.1
octobre,31,Bretagne,10.82,16.5,13.66
octobre,31,Hauts-de-France,11.74,16.84,14.29
octobre,31,Centre-Val de Loire,5.25,19.88,12.57
octobre,31,Grand Est,5.42,16.99,11.21
novembre,1,Bourgogne-Franche-Comté,9.25,18.25,13.75
novembre,1,Nouvelle-Aquitaine,12.73,21.69,17.21
novembre,2,Île-de-France,12.56,19.56,16.06
novembre,2,Bourgogne-Franche-Comté,14.73,20.22,17.48
novembre,3,Normandie,4.84,11.58,8.21
novembre,4,Occitanie,7.65,13.28,10.46
novembre,4,Bretagne,2.17,12.3,7.24
novembre,4,Hauts-de-France,1.92,11.36,6.64
novembre,5,Auvergne-Rhône-Alpes,6.37,12.5,9.44
novembre,5,Corse,11.2,20.95,16.08
novembre,6,Grand Est,0.78,12.44,6.61
novembre,6,Hauts-de-France,2.12,11.52,6.82
novembre,7,Auvergne-Rhône-Alpes,9.73,17.6,13.66
novembre,7,Nouvelle-Aquitaine,13.71,18.63,16.17
novembre,8,Centre-Val de Loire,11.13,17.5,14.32
novembre,8,Hauts-de-France,8.1,15.8,11.95
novembre,8,Occitanie,10.84,19.33,15.08
novembre,8,Normandie,10.4,15.7,13.05
novembre,8,Nouvelle-Aquitaine,12.26,20.51,16.38
novembre,8,Provence-Alpes-Côte d'Azur,12.53,17.63,15.08
novembre,8,Corse,10.45,20.55,15.5
novembre,9,Occitanie,9.49,19.15,14.32
novembre,9,Nouvelle-Aquitaine,10.48,18.02,14.25
novembre,9,Corse,9.7,20.15,14.92
novembre,10,Nouvelle-Aquitaine,9.93,17.18,13.56
novembre,10,Centre-Val de Loire,10.28,15.33,12.81
novembre,11,Corse,10.85,20.65,15.75
novembre,12,Bourgogne-Franche-Comté,6.72,15.03,10.88
novembre,12,Pays de la Loire,6.55,16.05,11.3
novembre,12,Centre-Val de Loire,8.58,14.38,11.48
novembre,12,Île-de-France,9.04,14.16,11.6
novembre,13,Pays de la Loire,9.8,16.8,13.3
novembre,13,Normandie,6.26,14.88,10.57
novembre,13,Occitanie,8.15,17.95,13.05
novembre,13,Provence-Alpes-Côte d'Azur,7.98,17.2,12.59
novembre,13,Île-de-France,6.78,15.74,11.26
novembre,13,Auvergne-Rhône-Alpes,5.71,16.7,11.2
novembre,14,Bretagne,12.0,15.9,13.95
novembre,14,Occitanie,7.95,19.3,13.63
novembre,14,Île-de-France,9.92,17.44,13.68
novembre,14,Normandie,9.86,15.54,12.7
novembre,14,Auvergne-Rhône-Alpes,5.62,18.02,11.82
novembre,15,Île-de-France,11.54,15.0,13.27
novembre,16,Nouvelle-Aquitaine,8.86,15.36,12.11
novembre,16,Auvergne-Rhône-Alpes,6.86,12.93,9.9
novembre,17,Provence-Alpes-Côte d'Azur,6.6,17.35,11.98
novembre,17,Hauts-de-France,10.32,12.8,11.56
novembre,17,Corse,9.65,19.3,14.48
novembre,17,Île-de-France,9.38,13.28,11.33
novembre,17,Nouvelle-Aquitaine,5.42,16.37,10.9
novembre,18,Île-de-France,5.64,16.18,10.91
novembre,18,Centre-Val de Loire,2.98,17.45,10.22
novembre,18,Occitanie,6.43,19.14,12.78
novembre,18,Pays de la Loire,4.95,17.15,11.05
novembre,18,Bourgogne-Franche-Comté,1.9,15.97,8.93
novembre,19,Île-de-France,7.42,11.7,9.56
novembre,19,Bretagne,6.85,12.25,9.55
novembre,20,Hauts-de-France,1.34,9.5,5.42
novembre,20,Occitanie,5.22,11.18,8.2
novembre,20,Pays de la Loire,0.35,11.95,6.15
novembre,21,Île-de-France,3.3,10.92,7.11
novembre,21,Bretagne,7.85,12.9,10.38
novembre,21,Corse,8.2,15.45,11.82
novembre,22,Normandie,6.66,11.58,9.12
novembre,22,Hauts-de-France,8.78,11.18,9.98
novembre,22,Nouvelle-Aquitaine,0.08,13.51,6.8
novembre,22,Occitanie,-1.09,14.13,6.52
novembre,23,Bretagne,6.9,12.78,9.84
novembre,23,Nouvelle-Aquitaine,1.31,13.57,7.44
novembre,23,Île-de-France,7.14,12.34,9.74
novembre,24,Provence-Alpes-Côte d'Azur,1.8,14.42,8.11
novembre,24,Île-de-France,3.9,9.8,6.85
novembre,24,Centre-Val de Loire,0.62,11.63,6.12
novembre,25,Occitanie,4.95,16.0,10.48
novembre,25,Grand Est,-0.49,9.15,4.33
novembre,26,Provence-Alpes-Côte d'Azur,6.72,15.92,11.32
novembre,26,Nouvelle-Aquitaine,5.03,16.63,10.83
novembre,26,Grand Est,-0.1,10.31,5.11
novembre,26,Pays de la Loire,3.8,14.8,9.3
novembre,27,Centre-Val de Loire,4.42,15.1,9.76
novembre,28,Auvergne-Rhône-Alpes,0.77,11.83,6.3
novembre,28,Hauts-de-France,2.56,11.22,6.89
novembre,29,Normandie,2.0,8.42,5.21
novembre,29,Grand Est,-1.52,3.18,0.82
novembre,29,Provence-Alpes-Côte d'Azur,5.18,15.35,10.27
novembre,29,Occitanie,4.38,15.73,10.05
novembre,30,Pays de la Loire,0.35,8.95,4.65
novembre,30,Bretagne,2.12,12.62,7.38
décembre,1,Provence-Alpes-Côte d'Azur,2.67,11.45,7.06
décembre,1,Nouvelle-Aquitaine,2.01,10.29,6.15
décembre,1,Auvergne-Rhône-Alpes,-2.45,5.35,1.45
décembre,1,Bourgogne-Franche-Comté,-1.93,5.48,1.77
décembre,1,Centre-Val de Loire,1.25,8.55,4.9
décembre,1,Occitanie,1.71,8.86,5.29
décembre,1,Île-de-France,3.38,8.8,6.09
décembre,2,Auvergne-Rhône-Alpes,1.55,4.79,3.17
décembre,2,Hauts-de-France,5.32,7.98,6.65
décembre,2,Pays de la Loire,1.7,8.8,5.25
décembre,3,Hauts-de-France,5.3,7.62,6.46
décembre,3,Île-de-France,5.06,7.8,6.43
